demo1_resp.keys,demo1_resp.rt,demo1_textbox.text,date,expName,psychopyVersion,OS,frameRate,resolution,screen_size,fullscreen,participant,jatos_study_id,jatos_component_id,jatos_batch_id,jatos_worker_id,jatos_study_result_id,jatos_component_result_id,browser_info,num_blur,num_focus,user_id,demo2_resp.keys,demo2_resp.rt,demo2_textbox.text,demo3_resp.keys,demo3_resp.rt,demo3_textbox.text,demo4_resp.keys,demo4_resp.rt,demo4_textbox.text,instructions_resp.keys,instructions_resp.rt,textbox_text.text,flags_click.x,flags_click.y,flags_click.leftButton,flags_click.midButton,flags_click.rightButton,flags_click.time,click.x,click.y,click.leftButton,click.midButton,click.rightButton,click.time,flags_loop.thisRepN,flags_loop.thisTrialN,flags_loop.thisN,flags_loop.thisIndex,flags_loop.ran,flags_images,correct_ans,end_instruc1_resp.keys,end_instruc1_resp.rt,end_instruc2_resp.keys,end_instruc2_resp.rt,end_instruc3_click.x,end_instruc3_click.y,end_instruc3_click.leftButton,end_instruc3_click.midButton,end_instruc3_click.rightButton,end_instruc3_click.time
return,5.945,"

",2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,return,3.682,"2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,return,2.168,"1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,return,4.16,"5
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,return,16.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,,-0.167777778,-0.251111111,1,0,0,2.288,-0.07,-0.193333333,1,0,0,3.073,0,0,0,0,1,flags/Bangladesh.png,Bangladesh,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,china,0.376666667,-0.217777778,1,0,0,6.139,0.063333333,-0.213333333,1,0,0,1.377,0,1,1,1,1,flags/China.png,China,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,Philliphines,0.308888889,-0.195555556,1,0,0,7.764,0.052222222,-0.2,1,0,0,1.515,0,2,2,2,1,flags/Hong_Kong.png,Hong Kong,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,Iran,0.42,-0.194444444,1,0,0,6.542,0.086666667,-0.203333333,1,0,0,1.361,0,3,3,3,1,flags/India.png,India,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,Japan,0.392222222,-0.183333333,1,0,0,3.483,-0.067777778,-0.254444444,1,0,0,0.847,0,4,4,4,1,flags/Japan.png,Japan,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,,-0.031111111,-0.337777778,1,0,0,1.6,0.065555556,-0.216666667,1,0,0,1.091,0,5,5,5,1,flags/Maldives.png,Maldives,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,,0.043333333,-0.393333333,1,0,0,1.695,0.05,-0.214444444,1,0,0,1.008,0,6,6,6,1,flags/Nepal.png,Nepal,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,Spain,0.375555556,-0.184444444,1,0,0,4.431,0.073333333,-0.217777778,1,0,0,1.135,0,7,7,7,1,flags/Philippines.png,Philippines,,,,,,,,,,
,,,2023-10-20_20h54.38.512,UW_firefly3,2022.2.4.8,MacIntel,62.5,"[995, 716, 2]","[1440, 900]",true,102631,47,132,112,5414,5737,16507,"Safari 15.6.1 on macOS Catalina 10.15, Safari 15.6.1, Webkit, macOS Catalina 10.15, ",0,0,user157@research.com,,,,,,,,,,,,,0.027777778,-0.372222222,1,0,0,2.845,0.083333333,-0.22,1,0,0,1.181,0,8,8,8,1,flags/Saudi_Arabia.png,Saudi Arabia,,,,,,,,,,
